what,kind,bundleId,bundleVersion,description,time
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1747107809684
started,bundle,org.eclipse.cdt.launch,7.0.0.201202111925,"org.eclipse.cdt.launch",1747107815627
started,bundle,com.altera.debug.cdi.gdb.plugin,13.13.0.132,"com.altera.debug.cdi.gdb.plugin",1747107819320
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1747107819495
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1747107830774
executed,command,,,"com.altera.sbtgui.launch.hardware.Nios2HardwareLaunchShortcut.run",1747107830785
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1747107832758
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1747107837009
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1747107842832
started,bundle,org.eclipse.cdt.codan.checkers.ui,1.0.0.201202111925,"org.eclipse.cdt.codan.checkers.ui",1747107845621
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1747107849464
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1747107850501
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1747107851911
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1747107855308
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1747107855826
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1747107898557
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1747107901055
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1747107902017
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1747107902509
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1747107903082
